id,transaction time,current bank amount,last bank amount,time taken (seconds),most recent bank amount,account type,marital_status,age,occupation,credit card type,account source verification,transaction source method,account destination verification,fradulent
acus1206,2015-04-27T17:06:15,35190,1044283,1414,210598,saving,single,73,clergy,master,True,False,False,1
acus1207,2016-05-27T10:15:33,55060,793762,4864,421336,current,married,32,lecturer,master,False,True,True,0
acus1208,2017-06-27T03:46:25,51147,1390945,2026,361838,saving,married,72,accounting,verve,True,True,False,0
acus1209,2014-04-09T17:02:41,23989,1499372,263,78544,saving,married,37,clergy,verve,True,True,False,0
acus1210,2016-08-15T20:02:40,32197,685725,2112,186754,current,married,43,lecturer,verve,True,False,False,1
acus1211,2015-08-04T17:46:42,30129,843683,471,423126,current,married,37,accounting,master,True,True,True,0
acus1212,2016-12-03T00:17:14,9915,97448,4014,354180,current,married,49,farmer,master,True,False,False,1
acus1213,2016-08-08T08:24:13,62732,1343233,1785,28381,current,single,39,clergy,master,False,False,False,0
acus1214,2016-01-23T20:08:31,24442,396740,388,409863,current,unknown,55,musician,verve,False,False,False,0
acus1215,2015-03-07T16:29:55,62263,1385895,3889,94780,current,married,45,accounting,verve,True,False,False,1
acus1216,2015-08-01T14:59:06,62807,26901,2984,420465,current,married,77,accounting,master,False,True,False,0
acus1217,2015-03-12T13:02:13,86229,607256,1747,297821,saving,married,76,clergy,master,True,True,False,0
acus1218,2015-07-21T11:40:22,63176,901784,638,429688,current,single,77,clergy,verve,True,False,False,0
acus1219,2015-09-18T02:07:52,55521,158988,1881,198339,saving,married,70,lecturer,verve,False,False,False,0
acus1220,2015-03-24T11:46:12,78452,589210,1733,183164,current,unknown,53,banking,master,False,True,True,0
acus1221,2015-06-22T03:54:31,89437,95581,4569,311932,current,unknown,31,farmer,master,False,True,False,1
acus1222,2015-08-19T17:06:06,6813,219262,54,438122,saving,single,79,clergy,master,False,True,True,1
acus1223,2016-09-22T02:27:34,88578,1177122,2868,20040,current,unknown,77,lawyer,master,True,True,False,0
acus1224,2016-11-18T17:43:55,37328,78343,3711,12647,current,single,68,clergy,master,True,False,True,0
acus1225,2016-06-25T22:41:01,22444,60163,373,155200,current,single,54,accounting,master,True,True,False,1
acus1226,2015-01-14T04:43:51,79220,875872,3119,311854,current,single,63,clergy,master,False,False,False,0
acus1227,2015-02-23T12:57:17,16277,1402868,2392,15542,current,single,59,doctor,master,False,False,False,0
acus1228,2015-11-14T08:37:57,82464,1439036,1032,173084,current,unknown,58,lecturer,master,True,True,False,0
acus1229,2014-09-01T21:44:51,88044,690306,3178,164929,saving,married,71,accounting,master,True,True,False,0
acus1230,2014-11-11T05:47:01,39233,1176275,1295,407733,current,married,61,doctor,verve,True,True,False,0
acus1231,2014-03-05T18:25:34,3066,1440460,50,471272,current,single,45,clergy,verve,True,False,False,0
acus1232,2016-10-28T13:02:06,31982,850223,1171,71600,saving,single,46,doctor,verve,True,True,False,0
acus1233,2016-06-28T06:40:21,60763,757906,4041,472401,current,single,67,lecturer,verve,True,False,False,0
acus1234,2014-05-20T20:11:07,77596,1206483,3996,429587,current,married,44,accounting,master,True,True,False,1
acus1235,2014-10-10T01:59:03,50621,293057,4775,402553,current,single,71,lawyer,master,False,True,False,0
acus1236,2014-01-15T07:29:14,59627,1461241,582,213588,current,unknown,40,clergy,master,True,False,False,0
acus1237,2015-05-25T05:23:16,5571,582965,3500,341853,current,single,39,doctor,master,True,False,True,0
acus1238,2015-03-03T22:06:27,86798,1272165,3050,421453,current,single,55,banking,master,True,False,False,0
acus1239,2015-10-01T21:13:06,54099,337184,4461,497736,current,single,56,lecturer,master,True,False,True,1
acus1240,2016-03-26T05:40:37,73567,72390,3835,353990,current,married,47,clergy,master,True,True,False,1
acus1241,2015-07-25T08:22:38,38127,949135,1051,415611,saving,single,55,banking,master,True,True,False,1
acus1242,2015-05-18T17:50:35,5634,97749,2465,225888,current,single,34,clergy,master,True,False,False,1
acus1243,2016-02-13T08:52:17,6701,248676,3494,368360,current,single,45,banking,master,True,False,False,0
acus1244,2016-02-24T15:21:05,89142,1298166,3741,187745,current,married,49,banking,master,False,True,False,0
acus1245,2014-03-14T16:32:42,25638,375918,4873,495803,current,unknown,76,accounting,verve,True,True,False,1
acus1246,2016-04-26T05:38:00,88118,591588,4164,401168,current,married,76,farmer,verve,True,True,False,0
acus1247,2016-11-03T15:18:16,2088,874990,2647,476464,current,single,44,lawyer,master,True,True,False,1
acus1248,2015-07-24T11:48:36,99501,733473,1082,235588,current,married,59,doctor,verve,True,False,False,0
acus1249,2015-12-05T10:21:25,72606,287381,1600,193546,saving,single,34,accounting,master,False,True,False,0
acus1250,2016-07-26T13:06:43,77260,712728,3209,74104,current,unknown,56,doctor,verve,True,False,False,1
acus1251,2014-07-23T09:10:02,2336,625163,2130,419856,current,married,67,clergy,verve,True,True,False,0
acus1252,2015-10-23T13:02:30,27186,1412262,1613,335940,saving,married,43,doctor,master,False,True,False,0
acus1253,2015-05-28T09:10:35,83391,679585,2975,328036,current,married,70,lecturer,master,True,True,False,1
acus1254,2015-03-07T01:06:35,36479,547763,561,36112,current,single,71,lecturer,master,True,True,False,0
acus1255,2015-07-03T22:58:28,22194,2090,1007,403236,current,married,61,banking,master,True,True,False,0
acus1256,2014-02-03T02:36:48,47221,82777,2697,447225,current,unknown,60,banking,verve,False,False,False,1
acus1257,2016-06-23T21:47:46,47481,563942,782,499585,saving,married,78,lecturer,verve,True,False,False,0
acus1258,2015-04-23T23:15:11,56153,1120618,1127,171830,saving,single,77,accounting,master,True,False,False,1
acus1259,2016-09-12T16:52:05,74959,38222,2361,308383,current,married,30,lecturer,master,True,True,False,1
acus1260,2015-06-03T08:49:03,88491,298571,2478,346973,saving,unknown,53,clergy,master,True,False,False,1
acus1261,2016-05-15T23:39:09,38196,1163726,59,274996,current,unknown,50,clergy,master,True,True,False,1
acus1262,2015-03-10T05:34:34,78311,247093,4098,211631,current,married,63,clergy,verve,True,False,False,0
acus1263,2016-03-07T17:47:21,45131,183639,2015,376556,current,married,73,doctor,master,True,True,False,1
acus1264,2016-01-01T20:17:59,90093,360362,2307,5044,current,single,51,banking,master,True,True,False,0
acus1265,2015-12-08T21:40:21,55137,661039,3368,362714,current,single,34,musician,master,True,False,False,1
acus1266,2016-02-26T21:19:29,46386,73002,3315,200269,current,single,57,lawyer,verve,True,False,False,1
acus1267,2016-09-18T23:18:29,55547,40086,3616,456400,saving,married,48,farmer,verve,True,False,False,1
acus1268,2014-06-08T04:54:42,94476,917337,1989,324312,current,married,32,lecturer,master,True,False,True,0
acus1269,2015-06-25T15:38:52,14826,927800,3579,248151,saving,single,48,farmer,master,True,True,False,1
acus1270,2015-02-27T21:59:52,7712,285569,3524,3072,current,unknown,63,lecturer,verve,True,False,False,1
acus1271,2016-11-14T02:28:42,45758,1436630,4191,284109,current,married,62,musician,verve,True,True,False,0
acus1272,2016-12-03T09:07:45,79885,230906,4664,274513,current,married,49,doctor,verve,True,False,False,0
acus1273,2015-06-20T04:59:50,10025,334914,1896,488111,current,single,69,clergy,master,False,True,True,0
acus1274,2015-05-24T06:41:34,98178,555174,2270,490593,current,married,62,accounting,master,True,False,True,0
acus1275,2014-09-04T12:54:01,47327,339305,1255,90318,current,married,73,doctor,master,True,False,False,0
acus1276,2015-10-15T12:40:39,5254,1432779,1475,435942,current,single,78,banking,master,True,False,False,0
acus1277,2016-07-26T22:13:18,97982,19586,4294,384997,saving,unknown,48,lecturer,master,True,True,True,0
acus1278,2015-07-14T00:33:23,70589,946652,657,342509,current,single,34,banking,master,True,True,False,0
acus1279,2016-01-25T21:04:35,78434,1311391,4832,44973,current,married,71,accounting,master,True,False,False,0
acus1280,2015-02-11T04:01:11,7277,1184491,76,59775,current,single,57,lecturer,verve,True,False,True,0
acus1281,2015-12-07T20:29:17,67011,1046757,1305,15149,saving,married,70,clergy,verve,True,True,False,1
acus1282,2015-02-04T16:02:26,63532,3988,1729,6578,current,single,58,farmer,master,True,False,True,1
acus1283,2015-01-01T01:37:37,70890,1328961,3999,190370,saving,married,71,doctor,master,True,True,False,0
acus1284,2015-07-14T21:37:50,21005,503009,188,112525,current,single,52,clergy,verve,True,True,False,0
acus1285,2014-06-25T07:46:44,26895,140029,4000,28579,current,single,35,musician,verve,True,False,True,0
acus1286,2015-02-25T05:29:45,95104,1196637,3024,306185,current,married,77,lecturer,master,True,False,True,0
acus1287,2016-07-24T21:12:54,91795,546068,195,388487,saving,single,39,clergy,verve,False,True,True,1
acus1288,2015-06-08T20:55:29,97307,707058,642,165522,current,single,74,accounting,verve,True,False,False,0
acus1289,2016-05-09T23:44:53,88292,1472102,1957,307733,current,married,57,banking,verve,True,True,True,0
acus1290,2014-04-09T01:22:14,94134,813963,170,346152,current,married,61,banking,master,True,True,True,0
acus1291,2015-09-25T20:28:41,4845,218083,1605,463428,current,married,50,clergy,master,True,True,False,1
acus1292,2015-05-18T20:51:29,94333,523178,1768,256725,current,married,79,clergy,master,True,True,False,1
acus1293,2015-04-11T05:55:26,27290,940823,2169,331346,current,single,51,lawyer,master,True,False,False,0
acus1294,2015-01-22T09:45:32,32397,319852,3811,323434,current,married,65,banking,verve,True,True,False,1
acus1295,2015-05-02T13:15:37,83401,1338433,2791,23578,current,married,33,banking,master,True,True,False,0
acus1296,2016-05-23T11:04:14,54621,1432651,4924,68059,current,single,65,clergy,master,False,False,False,0
acus1297,2015-01-16T08:13:38,16396,373396,31,429292,current,single,65,lecturer,master,True,False,False,0
acus1298,2016-07-16T09:19:34,82427,392786,2375,107835,saving,unknown,35,doctor,verve,True,False,False,1
acus1299,2014-02-23T17:56:39,8346,1179599,4595,329508,current,married,60,doctor,master,True,True,False,0
acus1300,2015-01-13T11:08:29,95813,296091,4575,215831,saving,unknown,37,clergy,master,True,False,True,0
acus1301,2015-07-06T00:19:12,60338,1136249,1800,294729,current,married,63,lecturer,master,True,True,False,1
acus1302,2016-12-08T02:43:50,4586,107431,4349,367445,saving,unknown,54,lawyer,master,True,True,False,0
acus1303,2015-07-25T19:34:42,87916,120099,980,288162,saving,married,66,accounting,verve,True,False,True,0
acus1304,2015-11-13T22:48:03,67641,759673,4605,16917,current,unknown,57,musician,master,True,True,False,1
acus1305,2017-09-16T17:13:55,68104,226679,595,374498,current,married,68,clergy,master,True,False,True,1
acus1306,2015-07-27T02:23:36,83512,1191963,2125,480242,current,married,68,lecturer,master,True,False,False,0
acus1307,2015-07-10T08:19:07,68277,738482,44,188752,saving,married,56,accounting,master,True,True,True,0
acus1308,2014-12-14T06:20:04,68168,1120063,1875,426828,saving,unknown,45,lecturer,master,True,True,False,0
acus1309,2014-05-13T03:33:15,58107,621156,1355,130357,current,unknown,56,doctor,master,False,True,False,0
acus1310,2016-01-19T07:26:37,96745,760564,3913,462285,current,married,64,clergy,verve,True,False,False,0
acus1311,2015-02-20T23:37:41,52815,88345,976,273527,current,single,31,clergy,master,False,True,False,1
acus1312,2015-04-19T23:05:43,87073,1097866,3038,277175,current,married,78,clergy,master,True,False,True,0
acus1313,2016-05-22T22:23:47,79685,798642,1074,94479,current,married,51,accounting,master,False,False,False,1
acus1314,2016-10-06T16:01:33,17353,1104417,27,274443,current,married,72,lecturer,master,True,False,True,0
acus1315,2015-01-01T01:13:25,74856,107436,430,419407,current,single,79,banking,master,True,False,False,0
acus1316,2016-11-18T01:27:19,95078,1356427,2465,381143,current,married,68,accounting,verve,True,False,True,0
acus1317,2015-03-16T15:40:30,16764,1398170,510,242260,current,unknown,64,accounting,master,True,True,False,1
acus1318,2016-08-17T13:25:08,98571,942432,3746,498040,current,unknown,44,clergy,verve,True,True,True,0
acus1319,2016-07-13T21:44:35,37980,690843,1179,84316,current,single,49,clergy,verve,True,True,False,0
acus1320,2016-10-19T05:41:19,74473,859470,62,468559,current,unknown,30,clergy,master,True,False,False,0
acus1321,2014-04-20T05:34:35,2647,453505,936,414166,current,unknown,36,lecturer,master,True,False,True,0
acus1322,2016-12-01T04:53:17,61028,67180,2546,362660,current,married,34,lawyer,master,False,True,False,0
acus1323,2015-06-17T00:35:45,45895,1095823,3486,78184,current,single,36,accounting,master,True,False,False,1
acus1324,2016-07-24T18:26:13,29416,1460902,906,297316,current,unknown,67,accounting,master,True,False,False,0
acus1325,2015-08-13T17:45:22,62120,644876,2559,478072,current,married,65,farmer,master,False,False,False,1
acus1326,2015-09-20T02:25:02,51864,1348384,3183,206588,current,married,47,lecturer,master,True,False,False,0
acus1327,2015-03-08T06:22:19,46407,1264695,3692,304504,current,married,64,clergy,master,True,False,False,0
acus1328,2015-01-09T18:33:00,55676,1303193,2446,45199,current,single,49,lecturer,master,False,False,False,0
acus1329,2016-10-10T20:42:54,51159,778010,1928,432682,current,married,43,clergy,master,True,True,True,0
acus1330,2016-05-04T19:37:19,51029,825006,1254,288694,saving,married,63,banking,master,True,True,False,1
acus1331,2015-11-20T20:30:41,2504,150264,2843,243566,current,single,47,lawyer,verve,True,False,True,1
acus1332,2016-02-10T12:45:55,54849,1312093,4980,387641,current,married,53,accounting,master,True,True,False,0
acus1333,2016-07-17T23:32:27,80660,773373,1350,129186,current,married,62,clergy,master,False,False,False,0
acus1334,2015-12-14T03:17:54,68476,1415407,4649,275159,current,single,35,accounting,verve,True,True,False,0
acus1335,2014-12-17T17:39:49,92867,230113,298,451606,current,unknown,54,farmer,master,False,False,False,1
acus1336,2015-05-07T00:31:41,65839,1107404,2523,44672,saving,married,57,farmer,verve,True,False,False,1
acus1337,2015-01-08T16:14:11,62190,402399,1043,389438,current,married,77,accounting,master,True,False,True,0
acus1338,2014-01-27T15:28:57,79967,1495646,4778,184054,current,married,67,accounting,master,True,False,False,1
acus1339,2016-02-27T04:56:21,11937,235633,4073,446705,current,married,47,lecturer,master,True,False,False,0
acus1340,2016-07-25T08:03:13,53233,542903,272,272563,current,married,38,farmer,verve,False,True,False,1
acus1341,2015-07-06T09:02:00,7808,216301,3240,201013,current,unknown,64,lecturer,master,True,True,False,1
acus1342,2015-06-25T06:54:37,67923,1244597,1714,100009,current,married,68,accounting,master,True,False,True,0
acus1343,2015-11-16T18:52:23,57519,814172,4380,412576,current,married,62,clergy,master,False,True,False,0
acus1344,2016-10-25T03:47:40,22494,619810,2241,140773,saving,married,58,accounting,master,True,True,False,0
acus1345,2016-05-07T15:19:06,96178,1455411,4264,489337,current,married,66,accounting,master,True,False,False,0
acus1346,2014-06-22T06:50:22,31956,1300383,1950,19805,current,single,58,lawyer,verve,True,True,False,0
acus1347,2016-05-15T10:24:56,10137,457137,2585,123978,current,single,51,accounting,master,True,False,True,0
acus1348,2015-05-15T05:48:55,42558,1494697,1359,165646,current,married,44,farmer,master,True,False,True,0
acus1349,2015-09-07T03:50:13,18098,790610,1715,253095,current,married,46,clergy,verve,True,False,False,0
acus1350,2016-06-20T01:48:46,24301,626098,1568,449337,current,single,32,banking,master,False,True,True,0
acus1351,2015-02-05T06:58:47,55115,1097776,3207,437726,current,married,67,accounting,master,True,False,True,0
acus1352,2016-07-01T02:34:27,57571,554238,2721,96855,current,single,38,clergy,master,False,False,False,0
acus1353,2015-01-06T21:00:28,79178,1013974,2675,449884,current,married,46,doctor,master,True,True,False,1
acus1354,2016-02-15T13:36:29,37401,1410854,1760,320368,current,married,44,clergy,master,True,True,False,0
acus1355,2014-10-16T23:03:05,47277,391732,4489,242010,current,married,71,musician,master,True,True,False,1
acus1356,2016-02-12T06:12:14,54699,503870,4304,355040,current,married,39,farmer,master,True,True,True,0
acus1357,2015-08-07T12:04:06,6728,1234217,3500,86784,saving,unknown,49,musician,verve,False,False,False,0
acus1358,2015-05-03T05:06:22,32228,376018,34,9601,current,married,67,doctor,master,True,True,False,0
acus1359,2014-11-21T20:56:45,18516,1049084,2565,180917,current,married,76,doctor,verve,True,False,False,0
acus1360,2014-04-19T14:43:17,91701,679557,3468,304645,current,married,47,lecturer,verve,False,True,True,1
acus1361,2016-12-17T17:38:24,54916,1467925,2071,101562,current,single,56,accounting,master,True,True,False,0
acus1362,2016-10-09T01:42:52,64557,1035579,4899,464779,current,single,52,banking,verve,True,False,True,0
acus1363,2017-06-03T02:06:26,43394,149086,3301,237848,saving,single,47,farmer,master,True,True,False,0
acus1364,2015-04-19T19:29:45,26623,394740,3272,12288,current,married,65,accounting,master,True,True,False,1
acus1365,2015-04-14T10:27:17,40680,638896,1794,348267,current,married,79,banking,master,True,False,False,0
acus1366,2015-03-07T07:47:19,20902,724781,704,218891,current,married,66,clergy,master,True,False,True,0
acus1367,2015-09-18T18:18:21,47977,298115,4541,64585,current,unknown,50,accounting,master,False,True,False,1
acus1368,2016-08-19T20:09:30,16059,359887,1467,368329,current,married,40,accounting,master,False,False,False,1
acus1369,2016-04-10T18:50:16,28968,415867,4538,338853,current,married,44,musician,master,True,False,False,0
acus1370,2016-07-06T21:24:42,52654,1267931,863,49625,current,unknown,31,lecturer,master,True,False,False,0
acus1371,2016-06-01T19:12:24,16788,299161,2061,307028,saving,single,58,lecturer,master,True,False,True,0
acus1372,2014-09-12T15:13:47,45064,411716,2389,358538,saving,single,53,accounting,master,True,False,True,0
acus1373,2015-07-13T14:35:30,4714,64861,4301,257785,current,married,73,clergy,verve,True,True,False,0
acus1374,2015-05-14T20:26:45,78840,376890,1049,439828,current,married,46,farmer,master,False,True,False,0
acus1375,2015-10-18T20:36:12,27505,890578,691,165553,current,married,66,accounting,master,True,True,True,0
acus1376,2016-03-21T00:06:11,28349,1499463,647,482782,current,married,50,banking,verve,True,True,False,1
acus1377,2015-09-03T08:34:17,66234,861915,2302,275853,saving,married,65,musician,master,True,True,True,0
acus1378,2016-03-07T21:10:06,5394,1288263,4079,316030,current,married,73,doctor,verve,False,True,True,0
acus1379,2014-03-23T12:49:23,80502,1333468,755,348001,saving,married,48,accounting,master,True,True,False,0
acus1380,2017-02-19T05:24:52,37854,199974,3503,164256,current,unknown,70,accounting,master,True,True,False,0
acus1381,2015-05-04T00:31:19,85410,46212,3576,111705,current,married,49,farmer,verve,True,True,False,0
acus1382,2017-10-07T19:05:59,77734,271176,2520,421320,current,single,30,lecturer,verve,True,False,False,1
acus1383,2015-04-08T23:45:50,94044,20299,4662,290331,saving,unknown,40,doctor,master,False,False,False,0
acus1384,2016-11-11T01:22:00,28076,1460869,3351,454945,current,unknown,54,clergy,master,False,True,True,0
acus1385,2016-09-05T02:02:43,88549,661681,3856,325227,current,married,42,lawyer,verve,True,False,False,0
acus1386,2016-12-25T23:27:21,59021,389735,2230,276690,saving,single,46,clergy,master,True,False,False,1
acus1387,2016-02-19T11:00:59,74390,819153,211,114758,current,married,78,lecturer,verve,True,False,False,0
acus1388,2014-06-09T01:37:07,32894,239758,1312,68301,current,married,40,accounting,master,True,False,False,0
acus1389,2015-01-06T00:59:09,60776,1440580,1638,455089,current,married,45,banking,master,False,True,True,1
acus1390,2017-03-26T19:12:24,52059,5733,3319,386082,saving,married,39,accounting,verve,True,False,True,0
acus1391,2014-07-10T09:47:40,44712,986729,1065,199897,current,married,35,banking,master,True,True,False,0
acus1392,2015-01-24T06:53:02,39688,7437,873,68386,current,married,76,accounting,verve,False,True,True,1
acus1393,2016-01-26T09:39:49,38883,1498279,1892,415286,current,married,62,clergy,master,False,True,False,1
acus1394,2015-06-16T12:52:07,17088,1404142,1551,474368,current,single,43,clergy,master,True,True,False,0
acus1395,2015-07-02T23:44:31,79289,38667,3189,9567,current,single,71,accounting,master,True,True,False,0
acus1396,2016-10-01T03:51:44,41372,38890,3036,241103,current,married,64,clergy,master,True,False,False,0
acus1397,2016-03-02T17:30:06,39821,955296,1422,237880,current,married,66,clergy,master,True,True,True,0
acus1398,2015-03-25T00:17:18,70458,1369434,1492,106514,current,single,55,banking,master,True,False,True,0
acus1399,2015-01-26T19:39:55,33148,930894,189,460829,current,married,37,clergy,verve,True,False,False,1
acus1400,2014-02-12T21:32:55,37554,1436143,2933,337399,current,single,77,clergy,master,True,False,True,0
acus1401,2016-11-25T15:37:07,47114,187055,1589,204880,current,married,54,accounting,verve,True,False,True,0
acus1402,2016-04-27T05:19:24,30292,1069659,3034,495519,current,married,76,accounting,master,True,True,True,0
acus1403,2016-09-01T09:11:31,99096,520791,1789,261484,current,unknown,52,banking,master,True,False,False,1
acus1404,2015-03-17T23:15:24,49817,40047,1848,444858,current,married,43,lecturer,master,False,False,True,1
acus1405,2015-04-27T03:16:17,49121,997134,2800,443879,current,married,46,clergy,master,True,False,False,0
acus1406,2014-08-09T15:25:54,46149,849717,4560,370768,current,married,40,clergy,master,True,True,False,0
acus1407,2016-02-02T05:36:38,33731,490238,62,496283,current,single,56,farmer,master,False,False,False,0
acus1408,2016-03-04T14:11:44,46606,877443,987,330746,current,single,30,accounting,verve,True,True,True,0
acus1409,2015-02-06T08:44:03,43954,1113971,3625,424803,current,single,50,clergy,master,True,False,False,0
acus1410,2015-05-25T02:51:14,93036,1454809,1481,303255,current,married,41,banking,verve,False,True,False,0
acus1411,2016-12-22T02:02:18,43088,511925,927,390954,current,single,73,banking,master,True,True,False,0
acus1412,2016-06-11T15:31:31,57051,1211012,2645,161863,current,married,48,accounting,verve,False,True,False,0
acus1413,2015-06-18T01:02:42,52125,1055711,1575,3715,saving,single,53,lecturer,master,False,True,False,0
acus1414,2015-06-11T11:42:22,87379,109062,2283,385470,current,married,41,doctor,master,True,True,False,1
acus1415,2016-10-25T08:31:08,11008,289546,4369,270735,current,single,46,clergy,master,True,False,False,0
acus1416,2017-07-17T23:31:54,31639,687981,3265,428042,current,single,43,clergy,master,True,True,True,0
acus1417,2016-04-20T04:47:32,38566,1212235,1211,408156,current,married,42,clergy,master,False,False,True,0
acus1418,2015-08-18T03:21:21,56798,161471,439,288401,current,single,53,farmer,master,True,True,False,0
acus1419,2015-02-12T03:08:34,50087,1476088,2076,222379,current,married,53,lecturer,verve,True,False,False,0
acus1420,2016-08-01T18:30:15,56789,496617,2344,137990,saving,single,40,lawyer,verve,True,False,False,1
acus1421,2015-12-23T21:03:08,24729,96082,124,62725,current,unknown,32,doctor,master,True,True,True,0
acus1422,2015-07-27T07:44:46,35636,954208,4992,265226,current,married,36,banking,master,True,False,False,0
acus1423,2016-03-01T00:13:58,66361,746749,2361,396981,current,married,52,doctor,master,True,True,False,1
acus1424,2016-04-05T11:45:23,57933,1495642,684,290262,saving,married,41,accounting,master,True,False,False,0
acus1425,2014-07-25T14:53:40,71807,6934,4108,344331,current,unknown,74,banking,master,True,False,False,0
acus1426,2016-06-24T05:32:06,78747,156471,1219,355061,current,single,62,clergy,master,True,True,False,0
acus1427,2016-10-07T07:01:37,50004,1488026,3344,5015,saving,married,40,lawyer,master,True,True,False,0
acus1428,2016-09-01T11:37:16,40545,23907,1771,27833,saving,married,46,clergy,master,True,True,False,1
acus1429,2016-12-13T04:52:45,29515,887931,3687,182799,current,unknown,44,lecturer,master,True,True,False,0
acus1430,2014-07-20T02:33:44,59790,956526,644,220847,saving,married,61,clergy,verve,True,False,True,0
acus1431,2014-06-25T12:55:56,92157,1332582,2038,168971,current,single,66,banking,master,True,False,False,0
acus1432,2014-09-05T07:37:47,240,15122,2585,131574,current,married,76,clergy,master,False,False,False,1
acus1433,2017-04-28T07:45:09,46268,1400141,3629,362924,current,single,46,accounting,master,True,True,True,0
acus1434,2014-01-14T03:58:34,83526,463303,251,269633,current,unknown,62,banking,verve,True,True,False,0
acus1435,2016-12-02T14:16:23,13536,601003,4256,134662,current,unknown,45,lecturer,master,True,True,False,0
acus1436,2016-07-10T23:09:48,64522,1070202,1159,467920,current,unknown,35,lawyer,master,True,False,True,0
acus1437,2016-04-25T03:27:41,3156,40912,2864,441894,current,married,35,clergy,master,True,False,False,0
acus1438,2016-03-14T19:22:24,73535,412681,2478,363837,saving,single,37,doctor,verve,False,True,False,1
acus1439,2016-04-24T05:20:44,97100,272117,3758,402771,current,unknown,67,doctor,master,True,False,False,0
acus1440,2015-06-21T21:31:16,86063,932761,3231,290235,current,unknown,55,accounting,master,True,False,False,0
acus1441,2015-06-21T18:05:01,25054,808437,1516,319979,current,married,36,banking,verve,True,True,False,0
acus1442,2015-09-14T09:43:16,90760,424526,3882,300253,current,married,43,accounting,master,True,False,False,1
acus1443,2015-01-03T00:52:02,62789,314140,2561,307852,current,single,47,banking,master,True,True,False,0
acus1444,2016-03-02T12:28:06,66256,994335,2590,2779,saving,married,58,clergy,master,True,True,True,0
acus1445,2015-08-09T07:35:07,14193,104567,4518,469815,current,married,42,clergy,master,False,False,False,1
acus1446,2015-10-08T03:51:44,39352,1051328,1415,8508,current,single,57,accounting,master,True,False,False,0
acus1447,2016-08-11T16:48:43,83250,234612,587,470428,current,married,62,lecturer,master,True,False,False,1
acus1448,2016-01-27T01:03:15,91609,1457789,1962,27255,current,single,53,clergy,verve,True,False,True,0
acus1449,2014-12-28T13:41:31,51159,115983,1517,397199,saving,unknown,60,farmer,verve,True,True,True,0
acus1450,2014-04-25T12:27:23,9899,574618,4733,240604,current,unknown,40,lecturer,master,False,False,False,0
acus1451,2015-03-17T04:01:13,25898,1413959,4347,334710,current,single,43,accounting,master,True,False,False,0
acus1452,2015-08-01T18:04:03,84324,783569,2030,186691,current,single,51,musician,master,True,True,False,0
acus1453,2015-08-12T20:54:15,72554,607029,1757,255091,current,single,67,lawyer,verve,False,False,False,0
acus1454,2015-09-09T04:04:25,15963,1003488,3546,237748,current,single,42,banking,verve,True,False,False,0
acus1455,2014-11-03T06:22:44,7214,1032816,2746,188749,current,unknown,60,clergy,master,True,True,False,0
acus1456,2015-02-09T19:31:24,43739,172401,3072,155341,current,married,64,banking,verve,True,False,False,0
acus1457,2016-05-25T16:42:42,81316,1198354,3609,363163,current,unknown,45,clergy,verve,False,False,False,1
acus1458,2016-02-15T01:20:16,25536,165906,525,487694,saving,single,59,banking,verve,True,True,True,0
acus1459,2015-04-02T03:00:49,3491,480823,3942,101577,current,unknown,38,banking,master,False,True,False,0
acus1460,2014-07-25T18:58:14,60239,860442,1046,478426,current,married,60,lecturer,verve,True,True,False,0
acus1461,2014-09-03T17:29:40,58297,168929,2734,228403,current,single,78,lawyer,master,False,True,False,1
acus1462,2015-02-02T20:12:44,912,94649,2482,487057,current,unknown,43,clergy,master,False,True,False,0
acus1463,2015-04-09T02:19:43,98114,427729,679,11083,saving,married,65,farmer,verve,True,True,True,0
acus1464,2017-08-03T06:24:41,55090,948809,728,395453,current,married,48,banking,master,True,True,True,0
acus1465,2014-02-08T04:48:15,3565,1191213,1455,126658,saving,unknown,75,lecturer,master,True,True,False,0
acus1466,2016-09-01T00:07:04,59952,903858,2727,124756,current,unknown,61,banking,master,True,True,False,0
acus1467,2015-05-16T08:34:13,75038,692451,4374,207389,current,married,42,banking,verve,True,False,True,0
acus1468,2016-01-10T01:35:13,74452,1112067,4509,145230,current,married,75,lawyer,master,False,True,False,0
acus1469,2016-11-07T01:20:52,50990,260857,2114,229725,current,married,53,clergy,master,True,True,True,0
acus1470,2014-10-26T07:17:53,39921,205982,2704,345013,saving,single,41,accounting,master,False,True,False,0
acus1471,2016-01-22T00:23:03,95859,879725,167,111068,current,unknown,46,accounting,verve,False,True,True,1
acus1472,2016-09-26T06:25:01,81709,1492071,3240,253174,current,single,71,clergy,master,True,True,True,0
acus1473,2016-06-12T10:22:51,77158,96516,732,489325,saving,single,76,lecturer,master,True,False,False,0
acus1474,2015-07-13T13:28:27,80197,830839,1125,411775,saving,unknown,79,accounting,master,True,True,False,0
acus1475,2016-10-26T04:06:34,18412,322712,3882,273635,current,unknown,40,accounting,master,False,False,False,0
acus1476,2016-11-21T20:58:04,89528,426223,1384,288142,saving,married,52,lecturer,master,True,True,True,0
acus1477,2016-01-15T01:31:16,18235,1476015,2897,371129,current,married,42,clergy,master,True,True,False,0
